gene_id,annotation
group_0034_genome_001_0,flagellar protein
group_0034_genome_002_0,flagellar protein
group_0034_genome_003_0,flagellar protein
group_0034_genome_004_0,flagellar protein
group_0034_genome_005_0,flagellar protein
group_0034_genome_006_0,hypothetical protein
group_0034_genome_007_0,flagellar protein
group_0034_genome_008_0,flagellar protein
group_0034_genome_009_0,flagellar protein
group_0034_genome_010_0,flagellar protein
group_0034_genome_011_0,flagellar protein
group_0034_genome_012_0,flagellar protein
group_0034_genome_013_0,flagellar protein
group_0034_genome_014_0,flagellar protein
group_0034_genome_015_0,hypothetical protein
group_0034_genome_017_0,flagellar protein
group_0034_genome_018_0,hypothetical protein
group_0034_genome_019_0,flagellar protein
group_0034_genome_020_0,flagellar protein
group_0034_genome_021_0,flagellar protein
group_0034_genome_022_0,flagellar protein
group_0034_genome_023_0,membrane protein
group_0034_genome_024_0,flagellar protein
group_0034_genome_025_0,flagellar protein
group_0034_genome_026_0,flagellar protein
group_0034_genome_027_0,flagellar protein
group_0034_genome_028_0,flagellar protein
group_0034_genome_029_0,membrane protein
group_0034_genome_030_0,flagellar protein
group_0035_genome_014_0,virulence factor
group_0035_genome_016_0,virulence factor
group_0036_genome_001_0,membrane transporter
group_0036_genome_002_0,membrane transporter
group_0036_genome_003_0,membrane transporter
group_0036_genome_004_0,membrane transporter
group_0036_genome_005_0,membrane transporter
group_0036_genome_006_0,membrane transporter
group_0036_genome_007_0,membrane transporter
group_0036_genome_008_0,membrane transporter
group_0036_genome_009_0,membrane transporter
group_0036_genome_010_0,membrane transporter
group_0036_genome_011_0,membrane transporter
group_0036_genome_012_0,membrane transporter
group_0036_genome_013_0,membrane transporter
group_0036_genome_014_0,membrane transporter
group_0036_genome_015_0,membrane transporter
group_0036_genome_016_0,membrane protein
group_0036_genome_017_0,membrane transporter
group_0036_genome_018_0,membrane transporter
group_0036_genome_019_0,membrane transporter
group_0036_genome_020_0,membrane transporter
group_0036_genome_022_0,membrane transporter
group_0036_genome_023_0,membrane transporter
group_0036_genome_024_0,unknown function
group_0036_genome_025_0,membrane transporter
group_0036_genome_026_0,membrane transporter
group_0036_genome_028_0,membrane transporter
group_0036_genome_029_0,membrane transporter
group_0036_genome_030_0,membrane transporter
group_0037_genome_001_0,hypothetical protein
group_0037_genome_002_0,hypothetical protein
group_0037_genome_004_0,hypothetical protein
group_0037_genome_004_1,hypothetical protein
group_0037_genome_005_0,unknown function
group_0037_genome_007_0,hypothetical protein
group_0037_genome_009_0,hypothetical protein
group_0037_genome_010_0,membrane protein
group_0037_genome_012_0,hypothetical protein
group_0037_genome_013_0,hypothetical protein
group_0037_genome_015_0,unknown function
group_0037_genome_016_0,hypothetical protein
group_0037_genome_017_0,hypothetical protein
group_0037_genome_018_0,membrane protein
group_0037_genome_019_0,hypothetical protein
group_0037_genome_020_0,hypothetical protein
group_0037_genome_021_0,hypothetical protein
group_0037_genome_022_0,hypothetical protein
group_0037_genome_024_0,hypothetical protein
group_0037_genome_026_0,hypothetical protein
group_0037_genome_027_0,hypothetical protein
group_0037_genome_028_0,hypothetical protein
group_0037_genome_029_0,hypothetical protein
group_0038_genome_001_0,hypothetical protein
group_0038_genome_006_0,hypothetical protein
group_0038_genome_007_0,hypothetical protein
group_0038_genome_009_0,hypothetical protein
group_0038_genome_010_0,hypothetical protein
group_0038_genome_013_0,hypothetical protein
group_0038_genome_014_0,hypothetical protein
group_0038_genome_015_0,hypothetical protein
group_0038_genome_019_0,unknown function
group_0038_genome_020_0,hypothetical protein
group_0038_genome_024_0,hypothetical protein
group_0038_genome_026_0,hypothetical protein
group_0038_genome_028_0,hypothetical protein
group_0038_genome_029_0,hypothetical protein
group_0039_genome_005_0,efflux pump
group_0039_genome_006_0,efflux pump
group_0039_genome_007_0,efflux pump
group_0039_genome_008_0,efflux pump
group_0039_genome_010_0,hypothetical protein
group_0039_genome_013_0,efflux pump
group_0039_genome_014_0,efflux pump
group_0039_genome_017_0,efflux pump
group_0039_genome_018_0,efflux pump
group_0039_genome_019_0,efflux pump
group_0039_genome_020_0,efflux pump
group_0039_genome_021_0,unknown function
group_0039_genome_023_0,membrane protein
group_0039_genome_024_0,unknown function
group_0039_genome_026_0,efflux pump
group_0039_genome_027_0,efflux pump
group_0039_genome_028_0,efflux pump
group_0040_genome_002_0,beta-lactamase
group_0040_genome_003_0,beta-lactamase
group_0040_genome_003_1,beta-lactamase
group_0040_genome_004_0,membrane protein
group_0040_genome_005_0,beta-lactamase
group_0040_genome_006_0,beta-lactamase
group_0040_genome_007_0,beta-lactamase
group_0040_genome_011_0,beta-lactamase
group_0040_genome_012_0,hypothetical protein
group_0040_genome_012_1,beta-lactamase
group_0040_genome_014_0,beta-lactamase
group_0040_genome_015_0,unknown function
group_0040_genome_016_0,beta-lactamase
group_0040_genome_017_0,beta-lactamase
group_0040_genome_018_0,beta-lactamase
group_0040_genome_020_0,beta-lactamase
group_0040_genome_022_0,beta-lactamase
group_0040_genome_023_0,beta-lactamase
group_0040_genome_025_0,beta-lactamase
group_0040_genome_026_0,beta-lactamase
group_0040_genome_028_0,beta-lactamase
group_0040_genome_029_0,beta-lactamase
group_0041_genome_001_0,hypothetical protein
group_0041_genome_002_0,hypothetical protein
group_0041_genome_004_0,hypothetical protein
group_0041_genome_005_0,hypothetical protein
group_0041_genome_006_0,hypothetical protein
group_0041_genome_007_0,hypothetical protein
group_0041_genome_008_0,hypothetical protein
group_0041_genome_009_0,hypothetical protein
group_0041_genome_010_0,hypothetical protein
group_0041_genome_011_0,hypothetical protein
group_0041_genome_012_0,hypothetical protein
group_0041_genome_013_0,hypothetical protein
group_0041_genome_014_0,hypothetical protein
group_0041_genome_015_0,hypothetical protein
group_0041_genome_016_0,hypothetical protein
group_0041_genome_017_0,hypothetical protein
group_0041_genome_018_0,hypothetical protein
group_0041_genome_019_0,hypothetical protein
group_0041_genome_020_0,hypothetical protein
group_0041_genome_021_0,hypothetical protein
group_0041_genome_022_0,hypothetical protein
group_0041_genome_023_0,hypothetical protein
group_0041_genome_024_0,hypothetical protein
group_0041_genome_025_0,hypothetical protein
group_0041_genome_026_0,hypothetical protein
group_0041_genome_027_0,membrane protein
group_0041_genome_028_0,hypothetical protein
group_0041_genome_029_0,hypothetical protein
group_0041_genome_030_0,hypothetical protein
group_0042_genome_001_0,DNA polymerase
group_0042_genome_002_0,DNA polymerase
group_0042_genome_003_0,DNA polymerase
group_0042_genome_003_1,DNA polymerase
group_0042_genome_004_0,membrane protein
group_0042_genome_005_0,DNA polymerase
group_0042_genome_006_0,membrane protein
group_0042_genome_007_0,DNA polymerase
group_0042_genome_008_0,DNA polymerase
group_0042_genome_009_0,hypothetical protein
group_0042_genome_010_0,unknown function
group_0042_genome_011_0,DNA polymerase
group_0042_genome_012_0,DNA polymerase
group_0042_genome_013_0,unknown function
group_0042_genome_014_0,DNA polymerase
group_0042_genome_015_0,DNA polymerase
group_0042_genome_016_0,DNA polymerase
group_0042_genome_017_0,hypothetical protein
group_0042_genome_018_0,DNA polymerase
group_0042_genome_019_0,DNA polymerase
group_0042_genome_020_0,DNA polymerase
group_0042_genome_021_0,DNA polymerase
group_0042_genome_022_0,DNA polymerase
group_0042_genome_023_0,DNA polymerase
group_0042_genome_024_0,DNA polymerase
group_0042_genome_025_0,DNA polymerase
group_0042_genome_026_0,DNA polymerase
group_0042_genome_028_0,DNA polymerase
group_0042_genome_029_0,DNA polymerase
group_0042_genome_030_0,membrane protein
group_0043_genome_001_0,membrane transporter
group_0043_genome_002_0,membrane transporter
group_0043_genome_003_0,membrane transporter
group_0043_genome_004_0,membrane transporter
group_0043_genome_005_0,membrane transporter
group_0043_genome_006_0,membrane transporter
group_0043_genome_007_0,membrane transporter
group_0043_genome_008_0,membrane transporter
group_0043_genome_009_0,membrane transporter
group_0043_genome_010_0,membrane transporter
group_0043_genome_011_0,membrane transporter
group_0043_genome_012_0,membrane transporter
group_0043_genome_013_0,membrane transporter
group_0043_genome_014_0,membrane transporter
group_0043_genome_015_0,membrane transporter
group_0043_genome_016_0,membrane transporter
group_0043_genome_017_0,membrane transporter
group_0043_genome_018_0,membrane transporter
group_0043_genome_019_0,membrane transporter
group_0043_genome_020_0,membrane transporter
group_0043_genome_021_0,membrane transporter
group_0043_genome_022_0,membrane transporter
group_0043_genome_023_0,membrane protein
group_0043_genome_024_0,membrane transporter
group_0043_genome_025_0,membrane transporter
group_0043_genome_026_0,membrane transporter
group_0043_genome_027_0,membrane transporter
group_0043_genome_027_1,membrane transporter
group_0043_genome_028_0,membrane transporter
group_0043_genome_029_0,membrane transporter
group_0043_genome_030_0,membrane transporter
group_0044_genome_001_0,virulence factor
group_0044_genome_002_0,virulence factor
group_0044_genome_003_0,virulence factor
group_0044_genome_004_0,virulence factor
group_0044_genome_005_0,membrane protein
group_0044_genome_006_0,virulence factor
group_0044_genome_007_0,virulence factor
group_0044_genome_008_0,virulence factor
group_0044_genome_009_0,virulence factor
group_0044_genome_010_0,unknown function
group_0044_genome_011_0,virulence factor
group_0044_genome_011_1,virulence factor
group_0044_genome_012_0,virulence factor
group_0044_genome_013_0,virulence factor
group_0044_genome_014_0,virulence factor
group_0044_genome_015_0,virulence factor
group_0044_genome_016_0,hypothetical protein
group_0044_genome_017_0,virulence factor
group_0044_genome_018_0,virulence factor
group_0044_genome_019_0,virulence factor
group_0044_genome_020_0,virulence factor
group_0044_genome_021_0,virulence factor
group_0044_genome_021_1,membrane protein
group_0044_genome_022_0,virulence factor
group_0044_genome_023_0,virulence factor
group_0044_genome_024_0,hypothetical protein
group_0044_genome_025_0,virulence factor
group_0044_genome_026_0,virulence factor
group_0044_genome_027_0,virulence factor
group_0044_genome_028_0,virulence factor
group_0044_genome_029_0,virulence factor
group_0044_genome_030_0,virulence factor
group_0045_genome_003_0,membrane protein
group_0045_genome_004_0,hypothetical protein
group_0045_genome_005_0,hypothetical protein
group_0045_genome_006_0,hypothetical protein
group_0045_genome_007_0,hypothetical protein
group_0045_genome_008_0,hypothetical protein
group_0045_genome_009_0,hypothetical protein
group_0045_genome_013_0,hypothetical protein
group_0045_genome_014_0,hypothetical protein
group_0045_genome_015_0,hypothetical protein
group_0045_genome_016_0,hypothetical protein
group_0045_genome_016_1,unknown function
group_0045_genome_017_0,hypothetical protein
group_0045_genome_019_0,hypothetical protein
group_0045_genome_021_0,hypothetical protein
group_0045_genome_022_0,hypothetical protein
group_0045_genome_023_0,hypothetical protein
group_0045_genome_024_0,hypothetical protein
group_0045_genome_025_0,hypothetical protein
group_0045_genome_026_0,hypothetical protein
group_0045_genome_028_0,hypothetical protein
group_0045_genome_029_0,hypothetical protein
group_0046_genome_003_0,membrane transporter
group_0046_genome_004_0,membrane transporter
group_0046_genome_006_0,hypothetical protein
group_0046_genome_007_0,unknown function
group_0046_genome_009_0,membrane transporter
group_0046_genome_010_0,membrane transporter
group_0046_genome_011_0,membrane transporter
group_0046_genome_015_0,membrane transporter
group_0046_genome_019_0,membrane transporter
group_0046_genome_020_0,membrane transporter
group_0046_genome_022_0,membrane transporter
group_0046_genome_024_0,membrane transporter
group_0046_genome_026_0,membrane transporter
group_0046_genome_027_0,unknown function
group_0046_genome_028_0,unknown function
group_0046_genome_030_0,membrane transporter
group_0047_genome_017_0,membrane transporter
group_0047_genome_023_0,membrane protein
group_0048_genome_003_0,hypothetical protein
group_0048_genome_005_0,hypothetical protein
group_0048_genome_021_0,hypothetical protein
group_0048_genome_028_0,hypothetical protein
group_0049_genome_003_0,beta-lactamase
group_0049_genome_004_0,hypothetical protein
group_0049_genome_006_0,beta-lactamase
group_0049_genome_008_0,unknown function
group_0049_genome_010_0,beta-lactamase
group_0049_genome_011_0,beta-lactamase
group_0049_genome_012_0,beta-lactamase
group_0049_genome_013_0,unknown function
group_0049_genome_015_0,beta-lactamase
group_0049_genome_018_0,beta-lactamase
group_0049_genome_020_0,beta-lactamase
group_0049_genome_022_0,beta-lactamase
group_0049_genome_023_0,beta-lactamase
group_0049_genome_024_0,beta-lactamase
group_0049_genome_030_0,beta-lactamase
group_0050_genome_001_0,flagellar protein
group_0050_genome_004_0,flagellar protein
group_0050_genome_005_0,membrane protein
