Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,genome_001,genome_002,genome_003,genome_004,genome_005,genome_006,genome_007,genome_008,genome_009,genome_010,genome_011,genome_012,genome_013,genome_014,genome_015,genome_016,genome_017,genome_018,genome_019,genome_020,genome_021,genome_022,genome_023,genome_024,genome_025,genome_026,genome_027,genome_028,genome_029,genome_030
group_0189,group_0189,,,,,,,,,,,,,group_0189_genome_001_0,group_0189_genome_002_0,group_0189_genome_003_0,group_0189_genome_004_0,group_0189_genome_005_0,group_0189_genome_006_0,group_0189_genome_007_0,group_0189_genome_008_0,group_0189_genome_009_0,group_0189_genome_010_0,group_0189_genome_011_0,group_0189_genome_012_0,group_0189_genome_013_0,group_0189_genome_014_0,group_0189_genome_015_0,group_0189_genome_016_0,group_0189_genome_017_0,group_0189_genome_018_0,group_0189_genome_019_0,group_0189_genome_020_0,group_0189_genome_021_0,group_0189_genome_022_0,group_0189_genome_023_0,,group_0189_genome_025_0,group_0189_genome_026_0,group_0189_genome_027_0,group_0189_genome_028_0,group_0189_genome_029_0,group_0189_genome_030_0
group_0190,group_0190,efflux pump,,,,,,,,,,,,group_0190_genome_001_0,group_0190_genome_002_0,group_0190_genome_003_0,group_0190_genome_004_0,group_0190_genome_005_0,group_0190_genome_006_0,group_0190_genome_007_0,group_0190_genome_008_0,group_0190_genome_009_0,group_0190_genome_010_0,group_0190_genome_011_0,group_0190_genome_012_0;group_0190_genome_012_1,group_0190_genome_013_0,group_0190_genome_014_0,group_0190_genome_015_0,group_0190_genome_016_0,group_0190_genome_017_0,group_0190_genome_018_0,group_0190_genome_019_0,group_0190_genome_020_0,group_0190_genome_021_0,group_0190_genome_022_0,group_0190_genome_023_0,group_0190_genome_024_0,group_0190_genome_025_0,group_0190_genome_026_0,group_0190_genome_027_0,group_0190_genome_028_0,group_0190_genome_029_0,group_0190_genome_030_0
group_0191,group_0191,flagellar protein,,,,,,,,,,,,,,,group_0191_genome_004_0,,,,,group_0191_genome_009_0,,,,,,,,,,,group_0191_genome_020_0,,,,group_0191_genome_024_0,,,,,,
group_0192,group_0192,DNA polymerase,,,,,,,,,,,,group_0192_genome_001_0,group_0192_genome_002_0,group_0192_genome_003_0,,group_0192_genome_005_0,group_0192_genome_006_0,group_0192_genome_007_0,group_0192_genome_008_0,group_0192_genome_009_0,group_0192_genome_010_0,group_0192_genome_011_0,group_0192_genome_012_0,group_0192_genome_013_0,,group_0192_genome_015_0,,group_0192_genome_017_0,group_0192_genome_018_0,,,group_0192_genome_021_0,,,group_0192_genome_024_0,group_0192_genome_025_0,group_0192_genome_026_0,,,,group_0192_genome_030_0
group_0193,group_0193,efflux pump,,,,,,,,,,,,group_0193_genome_001_0,group_0193_genome_002_0,,,,group_0193_genome_006_0,group_0193_genome_007_0,,group_0193_genome_009_0,group_0193_genome_010_0,group_0193_genome_011_0,group_0193_genome_012_0,group_0193_genome_013_0,,,group_0193_genome_016_0,group_0193_genome_017_0,,,group_0193_genome_020_0,group_0193_genome_021_0,,group_0193_genome_023_0,group_0193_genome_024_0,group_0193_genome_025_0,group_0193_genome_026_0,group_0193_genome_027_0;group_0193_genome_027_1,group_0193_genome_028_0,group_0193_genome_029_0,
group_0194,group_0194,beta-lactamase,,,,,,,,,,,,group_0194_genome_001_0,,,,group_0194_genome_005_0,group_0194_genome_006_0,group_0194_genome_007_0;group_0194_genome_007_1,,,,,,,,group_0194_genome_015_0,,group_0194_genome_017_0,group_0194_genome_018_0,,,group_0194_genome_021_0,group_0194_genome_022_0,group_0194_genome_023_0,group_0194_genome_024_0,group_0194_genome_025_0,,group_0194_genome_027_0,group_0194_genome_028_0,group_0194_genome_029_0,
group_0195,group_0195,beta-lactamase,,,,,,,,,,,,group_0195_genome_001_0,group_0195_genome_002_0,group_0195_genome_003_0,group_0195_genome_004_0,group_0195_genome_005_0,group_0195_genome_006_0,group_0195_genome_007_0,group_0195_genome_008_0,group_0195_genome_009_0,group_0195_genome_010_0,group_0195_genome_011_0,group_0195_genome_012_0,group_0195_genome_013_0,group_0195_genome_014_0,group_0195_genome_015_0,group_0195_genome_016_0,group_0195_genome_017_0,group_0195_genome_018_0,group_0195_genome_019_0,group_0195_genome_020_0,group_0195_genome_021_0,group_0195_genome_022_0,group_0195_genome_023_0,group_0195_genome_024_0,group_0195_genome_025_0,group_0195_genome_026_0,group_0195_genome_027_0,group_0195_genome_028_0,group_0195_genome_029_0,group_0195_genome_030_0
group_0196,group_0196,DNA polymerase,,,,,,,,,,,,group_0196_genome_001_0,,,group_0196_genome_004_0,,group_0196_genome_006_0,group_0196_genome_007_0,group_0196_genome_008_0,,group_0196_genome_010_0,group_0196_genome_011_0,group_0196_genome_012_0,,group_0196_genome_014_0,group_0196_genome_015_0,group_0196_genome_016_0,,group_0196_genome_018_0,group_0196_genome_019_0,group_0196_genome_020_0,,group_0196_genome_022_0,group_0196_genome_023_0,group_0196_genome_024_0,,group_0196_genome_026_0,,,group_0196_genome_029_0,group_0196_genome_030_0
group_0197,group_0197,,,,,,,,,,,,,group_0197_genome_001_0,group_0197_genome_002_0,group_0197_genome_003_0,,group_0197_genome_005_0,group_0197_genome_006_0,group_0197_genome_007_0,group_0197_genome_008_0,,group_0197_genome_010_0,,,,group_0197_genome_014_0,group_0197_genome_015_0,,,group_0197_genome_018_0,group_0197_genome_019_0,,group_0197_genome_021_0,,,group_0197_genome_024_0,group_0197_genome_025_0,group_0197_genome_026_0,,group_0197_genome_028_0,,group_0197_genome_030_0
group_0198,group_0198,membrane transporter,,,,,,,,,,,,,,,,,,,,,,,,group_0198_genome_013_0,,,,,,,,,,group_0198_genome_023_0,,,,,,,
group_0199,group_0199,beta-lactamase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_0199_genome_023_0,,,,group_0199_genome_027_0,group_0199_genome_028_0,,
group_0200,group_0200,,,,,,,,,,,,,,group_0200_genome_002_0,,,group_0200_genome_005_0,group_0200_genome_006_0,,,group_0200_genome_009_0,group_0200_genome_010_0,,group_0200_genome_012_0,group_0200_genome_013_0,group_0200_genome_014_0,,group_0200_genome_016_0,group_0200_genome_017_0,,group_0200_genome_019_0,,,group_0200_genome_022_0,group_0200_genome_023_0,group_0200_genome_024_0,,group_0200_genome_026_0,,,group_0200_genome_029_0,
group_0201,group_0201,flagellar protein,,,,,,,,,,,,group_0201_genome_001_0,group_0201_genome_002_0,group_0201_genome_003_0,group_0201_genome_004_0,group_0201_genome_005_0,group_0201_genome_006_0,group_0201_genome_007_0,group_0201_genome_008_0,group_0201_genome_009_0,group_0201_genome_010_0,group_0201_genome_011_0,group_0201_genome_012_0,group_0201_genome_013_0,group_0201_genome_014_0,group_0201_genome_015_0,group_0201_genome_016_0,group_0201_genome_017_0,group_0201_genome_018_0,group_0201_genome_019_0,group_0201_genome_020_0,group_0201_genome_021_0,group_0201_genome_022_0,group_0201_genome_023_0,group_0201_genome_024_0,group_0201_genome_025_0,group_0201_genome_026_0,group_0201_genome_027_0,group_0201_genome_028_0,group_0201_genome_029_0,group_0201_genome_030_0
group_0202,group_0202,flagellar protein,,,,,,,,,,,,,,,,,,group_0202_genome_007_0,,,,,group_0202_genome_012_0,,,,,,,,,,,,,group_0202_genome_025_0,,,,,group_0202_genome_030_0
group_0203,group_0203,beta-lactamase,,,,,,,,,,,,group_0203_genome_001_0,group_0203_genome_002_0,group_0203_genome_003_0,group_0203_genome_004_0,group_0203_genome_005_0,group_0203_genome_006_0,group_0203_genome_007_0,group_0203_genome_008_0,group_0203_genome_009_0,group_0203_genome_010_0,group_0203_genome_011_0,group_0203_genome_012_0,group_0203_genome_013_0;group_0203_genome_013_1,group_0203_genome_014_0,group_0203_genome_015_0,group_0203_genome_016_0,group_0203_genome_017_0,group_0203_genome_018_0,group_0203_genome_019_0,group_0203_genome_020_0;group_0203_genome_020_1,group_0203_genome_021_0,group_0203_genome_022_0,group_0203_genome_023_0,,group_0203_genome_025_0,group_0203_genome_026_0,group_0203_genome_027_0,group_0203_genome_028_0,group_0203_genome_029_0,group_0203_genome_030_0
group_0204,group_0204,flagellar protein,,,,,,,,,,,,group_0204_genome_001_0,group_0204_genome_002_0,group_0204_genome_003_0,group_0204_genome_004_0,group_0204_genome_005_0,group_0204_genome_006_0,group_0204_genome_007_0,group_0204_genome_008_0,group_0204_genome_009_0,group_0204_genome_010_0,group_0204_genome_011_0,group_0204_genome_012_0,group_0204_genome_013_0,group_0204_genome_014_0,group_0204_genome_015_0,group_0204_genome_016_0,group_0204_genome_017_0,group_0204_genome_018_0,group_0204_genome_019_0,group_0204_genome_020_0,group_0204_genome_021_0,group_0204_genome_022_0;group_0204_genome_022_1,group_0204_genome_023_0,group_0204_genome_024_0,group_0204_genome_025_0,group_0204_genome_026_0,group_0204_genome_027_0,group_0204_genome_028_0,group_0204_genome_029_0,group_0204_genome_030_0
group_0205,group_0205,flagellar protein,,,,,,,,,,,,,,,,,,group_0205_genome_007_0,,group_0205_genome_009_0,,,,,,group_0205_genome_015_0,,,,,,,,,,,,,,,
group_0206,group_0206,flagellar protein,,,,,,,,,,,,group_0206_genome_001_0,group_0206_genome_002_0,group_0206_genome_003_0,group_0206_genome_004_0,group_0206_genome_005_0,group_0206_genome_006_0,group_0206_genome_007_0,group_0206_genome_008_0,group_0206_genome_009_0,,group_0206_genome_011_0,group_0206_genome_012_0,group_0206_genome_013_0,group_0206_genome_014_0,group_0206_genome_015_0,group_0206_genome_016_0,group_0206_genome_017_0,group_0206_genome_018_0,group_0206_genome_019_0,group_0206_genome_020_0,group_0206_genome_021_0,group_0206_genome_022_0,group_0206_genome_023_0,group_0206_genome_024_0,group_0206_genome_025_0,group_0206_genome_026_0,group_0206_genome_027_0,group_0206_genome_028_0;group_0206_genome_028_1,group_0206_genome_029_0,group_0206_genome_030_0
group_0207,group_0207,flagellar protein,,,,,,,,,,,,,,group_0207_genome_003_0,,,group_0207_genome_006_0,group_0207_genome_007_0,group_0207_genome_008_0,,group_0207_genome_010_0;group_0207_genome_010_1,group_0207_genome_011_0,,group_0207_genome_013_0,,group_0207_genome_015_0,group_0207_genome_016_0,,group_0207_genome_018_0,group_0207_genome_019_0,,,group_0207_genome_022_0,group_0207_genome_023_0,,,group_0207_genome_026_0,group_0207_genome_027_0,group_0207_genome_028_0,,group_0207_genome_030_0
group_0208,group_0208,DNA polymerase,,,,,,,,,,,,,,group_0208_genome_003_0,,,,,,,,,,,,group_0208_genome_015_0,,,,,,,,,,,group_0208_genome_026_0,,,,
group_0209,group_0209,,,,,,,,,,,,,group_0209_genome_001_0,group_0209_genome_002_0,group_0209_genome_003_0;group_0209_genome_003_1,group_0209_genome_004_0;group_0209_genome_004_1,group_0209_genome_005_0,group_0209_genome_006_0,group_0209_genome_007_0,group_0209_genome_008_0,group_0209_genome_009_0,group_0209_genome_010_0,group_0209_genome_011_0,group_0209_genome_012_0,group_0209_genome_013_0,group_0209_genome_014_0,group_0209_genome_015_0,group_0209_genome_016_0,group_0209_genome_017_0,group_0209_genome_018_0,group_0209_genome_019_0,group_0209_genome_020_0,group_0209_genome_021_0,,group_0209_genome_023_0,group_0209_genome_024_0,group_0209_genome_025_0,group_0209_genome_026_0,group_0209_genome_027_0,group_0209_genome_028_0,group_0209_genome_029_0,group_0209_genome_030_0
group_0210,group_0210,,,,,,,,,,,,,group_0210_genome_001_0,group_0210_genome_002_0,group_0210_genome_003_0,group_0210_genome_004_0,group_0210_genome_005_0,group_0210_genome_006_0,group_0210_genome_007_0,group_0210_genome_008_0,group_0210_genome_009_0;group_0210_genome_009_1,group_0210_genome_010_0,group_0210_genome_011_0,group_0210_genome_012_0,group_0210_genome_013_0,group_0210_genome_014_0,group_0210_genome_015_0,group_0210_genome_016_0,group_0210_genome_017_0,group_0210_genome_018_0,group_0210_genome_019_0,group_0210_genome_020_0,group_0210_genome_021_0,group_0210_genome_022_0,group_0210_genome_023_0,group_0210_genome_024_0,group_0210_genome_025_0,,group_0210_genome_027_0,group_0210_genome_028_0,group_0210_genome_029_0;group_0210_genome_029_1,group_0210_genome_030_0
group_0211,group_0211,DNA polymerase,,,,,,,,,,,,group_0211_genome_001_0,group_0211_genome_002_0,group_0211_genome_003_0,group_0211_genome_004_0;group_0211_genome_004_1,group_0211_genome_005_0,group_0211_genome_006_0,group_0211_genome_007_0,group_0211_genome_008_0,group_0211_genome_009_0,group_0211_genome_010_0,group_0211_genome_011_0,group_0211_genome_012_0,group_0211_genome_013_0,group_0211_genome_014_0,group_0211_genome_015_0,,group_0211_genome_017_0,group_0211_genome_018_0,group_0211_genome_019_0,group_0211_genome_020_0,group_0211_genome_021_0,group_0211_genome_022_0,group_0211_genome_023_0,group_0211_genome_024_0,group_0211_genome_025_0,group_0211_genome_026_0,group_0211_genome_027_0,group_0211_genome_028_0,group_0211_genome_029_0,group_0211_genome_030_0
group_0212,group_0212,membrane transporter,,,,,,,,,,,,group_0212_genome_001_0,,group_0212_genome_003_0,group_0212_genome_004_0,group_0212_genome_005_0,,group_0212_genome_007_0,group_0212_genome_008_0,,,,group_0212_genome_012_0,group_0212_genome_013_0,group_0212_genome_014_0,,,group_0212_genome_017_0,,group_0212_genome_019_0,,group_0212_genome_021_0,,,group_0212_genome_024_0,group_0212_genome_025_0,group_0212_genome_026_0,,,group_0212_genome_029_0,group_0212_genome_030_0
group_0213,group_0213,DNA polymerase,,,,,,,,,,,,group_0213_genome_001_0;group_0213_genome_001_1,group_0213_genome_002_0,group_0213_genome_003_0,group_0213_genome_004_0,group_0213_genome_005_0,group_0213_genome_006_0,group_0213_genome_007_0,group_0213_genome_008_0,group_0213_genome_009_0,group_0213_genome_010_0,group_0213_genome_011_0,group_0213_genome_012_0,group_0213_genome_013_0,,group_0213_genome_015_0,group_0213_genome_016_0,group_0213_genome_017_0,group_0213_genome_018_0,group_0213_genome_019_0,group_0213_genome_020_0,group_0213_genome_021_0,group_0213_genome_022_0,group_0213_genome_023_0,group_0213_genome_024_0,group_0213_genome_025_0,group_0213_genome_026_0,group_0213_genome_027_0,group_0213_genome_028_0,group_0213_genome_029_0,group_0213_genome_030_0
group_0214,group_0214,hypothetical protein,,,,,,,,,,,,group_0214_genome_001_0,group_0214_genome_002_0,group_0214_genome_003_0,group_0214_genome_004_0,group_0214_genome_005_0,group_0214_genome_006_0,group_0214_genome_007_0,,,group_0214_genome_010_0,group_0214_genome_011_0,,group_0214_genome_013_0,group_0214_genome_014_0,group_0214_genome_015_0,group_0214_genome_016_0,,group_0214_genome_018_0,,,,group_0214_genome_022_0,group_0214_genome_023_0,group_0214_genome_024_0,group_0214_genome_025_0,group_0214_genome_026_0,group_0214_genome_027_0,group_0214_genome_028_0,group_0214_genome_029_0,group_0214_genome_030_0
group_0215,group_0215,flagellar protein,,,,,,,,,,,,group_0215_genome_001_0,group_0215_genome_002_0,group_0215_genome_003_0,group_0215_genome_004_0,group_0215_genome_005_0,,,group_0215_genome_008_0,group_0215_genome_009_0,group_0215_genome_010_0,group_0215_genome_011_0,group_0215_genome_012_0,group_0215_genome_013_0,group_0215_genome_014_0,group_0215_genome_015_0,group_0215_genome_016_0,group_0215_genome_017_0,group_0215_genome_018_0;group_0215_genome_018_1,group_0215_genome_019_0,group_0215_genome_020_0,group_0215_genome_021_0,group_0215_genome_022_0,group_0215_genome_023_0;group_0215_genome_023_1,group_0215_genome_024_0,group_0215_genome_025_0,group_0215_genome_026_0,group_0215_genome_027_0,group_0215_genome_028_0,group_0215_genome_029_0,group_0215_genome_030_0
group_0216,group_0216,virulence factor,,,,,,,,,,,,,,group_0216_genome_003_0,,group_0216_genome_005_0,,group_0216_genome_007_0,,group_0216_genome_009_0,group_0216_genome_010_0,,,,group_0216_genome_014_0,,group_0216_genome_016_0,group_0216_genome_017_0,,group_0216_genome_019_0,,,,,group_0216_genome_024_0,group_0216_genome_025_0,group_0216_genome_026_0,,group_0216_genome_028_0;group_0216_genome_028_1,group_0216_genome_029_0,group_0216_genome_030_0
group_0217,group_0217,beta-lactamase,,,,,,,,,,,,group_0217_genome_001_0,group_0217_genome_002_0,group_0217_genome_003_0,group_0217_genome_004_0,group_0217_genome_005_0,group_0217_genome_006_0,group_0217_genome_007_0,group_0217_genome_008_0,group_0217_genome_009_0,group_0217_genome_010_0,group_0217_genome_011_0,group_0217_genome_012_0,group_0217_genome_013_0,group_0217_genome_014_0,group_0217_genome_015_0,group_0217_genome_016_0,group_0217_genome_017_0,group_0217_genome_018_0,group_0217_genome_019_0,group_0217_genome_020_0,group_0217_genome_021_0,group_0217_genome_022_0,group_0217_genome_023_0,group_0217_genome_024_0,group_0217_genome_025_0,group_0217_genome_026_0,group_0217_genome_027_0,group_0217_genome_028_0,group_0217_genome_029_0,group_0217_genome_030_0
group_0218,group_0218,hypothetical protein,,,,,,,,,,,,group_0218_genome_001_0,group_0218_genome_002_0,,,group_0218_genome_005_0,group_0218_genome_006_0,group_0218_genome_007_0,group_0218_genome_008_0,,,group_0218_genome_011_0,group_0218_genome_012_0,,group_0218_genome_014_0,,,,,group_0218_genome_019_0,,,group_0218_genome_022_0,,,group_0218_genome_025_0,,group_0218_genome_027_0,group_0218_genome_028_0,group_0218_genome_029_0,
group_0219,group_0219,flagellar protein,,,,,,,,,,,,group_0219_genome_001_0,,group_0219_genome_003_0,group_0219_genome_004_0,group_0219_genome_005_0,group_0219_genome_006_0,group_0219_genome_007_0,group_0219_genome_008_0,group_0219_genome_009_0,group_0219_genome_010_0,group_0219_genome_011_0,group_0219_genome_012_0,group_0219_genome_013_0,group_0219_genome_014_0,group_0219_genome_015_0,group_0219_genome_016_0,,group_0219_genome_018_0,,group_0219_genome_020_0;group_0219_genome_020_1,,,group_0219_genome_023_0,group_0219_genome_024_0,,group_0219_genome_026_0,group_0219_genome_027_0,group_0219_genome_028_0,group_0219_genome_029_0,
group_0220,group_0220,,,,,,,,,,,,,group_0220_genome_001_0,group_0220_genome_002_0,group_0220_genome_003_0,group_0220_genome_004_0,group_0220_genome_005_0,group_0220_genome_006_0,group_0220_genome_007_0,group_0220_genome_008_0,group_0220_genome_009_0,group_0220_genome_010_0,group_0220_genome_011_0,group_0220_genome_012_0,group_0220_genome_013_0,group_0220_genome_014_0,group_0220_genome_015_0,group_0220_genome_016_0,group_0220_genome_017_0,group_0220_genome_018_0,group_0220_genome_019_0,group_0220_genome_020_0,group_0220_genome_021_0,group_0220_genome_022_0,group_0220_genome_023_0,group_0220_genome_024_0,group_0220_genome_025_0,group_0220_genome_026_0,group_0220_genome_027_0,group_0220_genome_028_0,group_0220_genome_029_0,group_0220_genome_030_0;group_0220_genome_030_1
group_0221,group_0221,virulence factor,,,,,,,,,,,,,,,,,,,,,,,,,group_0221_genome_014_0,,,,,,,,,,,,,,,,
group_0222,group_0222,virulence factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_0223,group_0223,virulence factor,,,,,,,,,,,,group_0223_genome_001_0,group_0223_genome_002_0,,group_0223_genome_004_0,,group_0223_genome_006_0,group_0223_genome_007_0,group_0223_genome_008_0,group_0223_genome_009_0,group_0223_genome_010_0,group_0223_genome_011_0,group_0223_genome_012_0,group_0223_genome_013_0,group_0223_genome_014_0,group_0223_genome_015_0,group_0223_genome_016_0,group_0223_genome_017_0,group_0223_genome_018_0,group_0223_genome_019_0,group_0223_genome_020_0,group_0223_genome_021_0,group_0223_genome_022_0,group_0223_genome_023_0,group_0223_genome_024_0;group_0223_genome_024_1,group_0223_genome_025_0,group_0223_genome_026_0,group_0223_genome_027_0,group_0223_genome_028_0,group_0223_genome_029_0,group_0223_genome_030_0
group_0224,group_0224,hypothetical protein,,,,,,,,,,,,group_0224_genome_001_0,group_0224_genome_002_0,group_0224_genome_003_0,group_0224_genome_004_0,group_0224_genome_005_0,group_0224_genome_006_0,group_0224_genome_007_0,,group_0224_genome_009_0,group_0224_genome_010_0;group_0224_genome_010_1,group_0224_genome_011_0,group_0224_genome_012_0,group_0224_genome_013_0,group_0224_genome_014_0,group_0224_genome_015_0,group_0224_genome_016_0,group_0224_genome_017_0,group_0224_genome_018_0,group_0224_genome_019_0,group_0224_genome_020_0,group_0224_genome_021_0,group_0224_genome_022_0,group_0224_genome_023_0,group_0224_genome_024_0,group_0224_genome_025_0,group_0224_genome_026_0;group_0224_genome_026_1,group_0224_genome_027_0,group_0224_genome_028_0,group_0224_genome_029_0,group_0224_genome_030_0
group_0225,group_0225,DNA polymerase,,,,,,,,,,,,group_0225_genome_001_0,group_0225_genome_002_0,group_0225_genome_003_0,group_0225_genome_004_0,group_0225_genome_005_0,group_0225_genome_006_0;group_0225_genome_006_1,group_0225_genome_007_0,group_0225_genome_008_0,group_0225_genome_009_0,group_0225_genome_010_0,group_0225_genome_011_0,group_0225_genome_012_0,group_0225_genome_013_0,group_0225_genome_014_0,group_0225_genome_015_0,group_0225_genome_016_0;group_0225_genome_016_1,group_0225_genome_017_0,group_0225_genome_018_0,group_0225_genome_019_0;group_0225_genome_019_1,group_0225_genome_020_0;group_0225_genome_020_1,group_0225_genome_021_0,group_0225_genome_022_0,group_0225_genome_023_0,group_0225_genome_024_0,group_0225_genome_025_0,group_0225_genome_026_0,group_0225_genome_027_0,group_0225_genome_028_0,group_0225_genome_029_0,group_0225_genome_030_0
group_0226,group_0226,beta-lactamase,,,,,,,,,,,,group_0226_genome_001_0,group_0226_genome_002_0,group_0226_genome_003_0,group_0226_genome_004_0,group_0226_genome_005_0,group_0226_genome_006_0,group_0226_genome_007_0,group_0226_genome_008_0,group_0226_genome_009_0,group_0226_genome_010_0,group_0226_genome_011_0,group_0226_genome_012_0,,group_0226_genome_014_0,group_0226_genome_015_0,group_0226_genome_016_0,group_0226_genome_017_0,group_0226_genome_018_0,group_0226_genome_019_0,group_0226_genome_020_0,group_0226_genome_021_0,group_0226_genome_022_0,group_0226_genome_023_0,group_0226_genome_024_0,group_0226_genome_025_0,group_0226_genome_026_0,group_0226_genome_027_0,group_0226_genome_028_0,group_0226_genome_029_0,group_0226_genome_030_0
group_0227,group_0227,membrane transporter,,,,,,,,,,,,group_0227_genome_001_0,group_0227_genome_002_0,group_0227_genome_003_0,group_0227_genome_004_0,group_0227_genome_005_0,group_0227_genome_006_0,group_0227_genome_007_0,group_0227_genome_008_0,group_0227_genome_009_0,group_0227_genome_010_0,group_0227_genome_011_0,,group_0227_genome_013_0,group_0227_genome_014_0,group_0227_genome_015_0,group_0227_genome_016_0,group_0227_genome_017_0;group_0227_genome_017_1,group_0227_genome_018_0,group_0227_genome_019_0,group_0227_genome_020_0,group_0227_genome_021_0,group_0227_genome_022_0,group_0227_genome_023_0,group_0227_genome_024_0,group_0227_genome_025_0,group_0227_genome_026_0,group_0227_genome_027_0,group_0227_genome_028_0,group_0227_genome_029_0,group_0227_genome_030_0
group_0228,group_0228,virulence factor,,,,,,,,,,,,,,,group_0228_genome_004_0,,,,,,group_0228_genome_010_0,,,,,,,,,,,,group_0228_genome_022_0,,,,,,,,
group_0229,group_0229,membrane transporter,,,,,,,,,,,,group_0229_genome_001_0,group_0229_genome_002_0,group_0229_genome_003_0,group_0229_genome_004_0,group_0229_genome_005_0,group_0229_genome_006_0,group_0229_genome_007_0,group_0229_genome_008_0,group_0229_genome_009_0,group_0229_genome_010_0,group_0229_genome_011_0,group_0229_genome_012_0,group_0229_genome_013_0,group_0229_genome_014_0,group_0229_genome_015_0,group_0229_genome_016_0,group_0229_genome_017_0,group_0229_genome_018_0,group_0229_genome_019_0,group_0229_genome_020_0,group_0229_genome_021_0,group_0229_genome_022_0,group_0229_genome_023_0,group_0229_genome_024_0,group_0229_genome_025_0,group_0229_genome_026_0,group_0229_genome_027_0,group_0229_genome_028_0,group_0229_genome_029_0,group_0229_genome_030_0
group_0230,group_0230,virulence factor,,,,,,,,,,,,group_0230_genome_001_0,group_0230_genome_002_0,group_0230_genome_003_0,group_0230_genome_004_0,group_0230_genome_005_0,group_0230_genome_006_0,group_0230_genome_007_0,group_0230_genome_008_0,group_0230_genome_009_0,group_0230_genome_010_0,group_0230_genome_011_0,group_0230_genome_012_0,group_0230_genome_013_0,group_0230_genome_014_0,group_0230_genome_015_0;group_0230_genome_015_1,group_0230_genome_016_0,group_0230_genome_017_0,group_0230_genome_018_0,group_0230_genome_019_0,group_0230_genome_020_0,group_0230_genome_021_0,group_0230_genome_022_0,group_0230_genome_023_0,group_0230_genome_024_0,group_0230_genome_025_0,group_0230_genome_026_0,group_0230_genome_027_0,group_0230_genome_028_0,group_0230_genome_029_0,group_0230_genome_030_0
group_0231,group_0231,virulence factor,,,,,,,,,,,,group_0231_genome_001_0,group_0231_genome_002_0,group_0231_genome_003_0,group_0231_genome_004_0,group_0231_genome_005_0,group_0231_genome_006_0,group_0231_genome_007_0,group_0231_genome_008_0,group_0231_genome_009_0,group_0231_genome_010_0,group_0231_genome_011_0,group_0231_genome_012_0,group_0231_genome_013_0,group_0231_genome_014_0,group_0231_genome_015_0,group_0231_genome_016_0,group_0231_genome_017_0,group_0231_genome_018_0,group_0231_genome_019_0,group_0231_genome_020_0,group_0231_genome_021_0,group_0231_genome_022_0,group_0231_genome_023_0,group_0231_genome_024_0,group_0231_genome_025_0,group_0231_genome_026_0,group_0231_genome_027_0,group_0231_genome_028_0,group_0231_genome_029_0,group_0231_genome_030_0
group_0232,group_0232,virulence factor,,,,,,,,,,,,,,,,,,group_0232_genome_007_0,,,group_0232_genome_010_0,,group_0232_genome_012_0,,group_0232_genome_014_0,group_0232_genome_015_0,,group_0232_genome_017_0,group_0232_genome_018_0,,,,,group_0232_genome_023_0,group_0232_genome_024_0,group_0232_genome_025_0,group_0232_genome_026_0,,group_0232_genome_028_0,group_0232_genome_029_0,group_0232_genome_030_0
group_0233,group_0233,hypothetical protein,,,,,,,,,,,,group_0233_genome_001_0,group_0233_genome_002_0,group_0233_genome_003_0;group_0233_genome_003_1,group_0233_genome_004_0,group_0233_genome_005_0,group_0233_genome_006_0,group_0233_genome_007_0,group_0233_genome_008_0,group_0233_genome_009_0,group_0233_genome_010_0,,group_0233_genome_012_0,,group_0233_genome_014_0,group_0233_genome_015_0,group_0233_genome_016_0,group_0233_genome_017_0,group_0233_genome_018_0,group_0233_genome_019_0,group_0233_genome_020_0;group_0233_genome_020_1,group_0233_genome_021_0,group_0233_genome_022_0,group_0233_genome_023_0,group_0233_genome_024_0,group_0233_genome_025_0,group_0233_genome_026_0,group_0233_genome_027_0,group_0233_genome_028_0,group_0233_genome_029_0,group_0233_genome_030_0
group_0234,group_0234,efflux pump,,,,,,,,,,,,group_0234_genome_001_0,group_0234_genome_002_0,,group_0234_genome_004_0,group_0234_genome_005_0,group_0234_genome_006_0;group_0234_genome_006_1,group_0234_genome_007_0;group_0234_genome_007_1,group_0234_genome_008_0,group_0234_genome_009_0,group_0234_genome_010_0,group_0234_genome_011_0,group_0234_genome_012_0,group_0234_genome_013_0,group_0234_genome_014_0,group_0234_genome_015_0,group_0234_genome_016_0,group_0234_genome_017_0,group_0234_genome_018_0,group_0234_genome_019_0,group_0234_genome_020_0,group_0234_genome_021_0,group_0234_genome_022_0,group_0234_genome_023_0,group_0234_genome_024_0,group_0234_genome_025_0,group_0234_genome_026_0,group_0234_genome_027_0,group_0234_genome_028_0,group_0234_genome_029_0,group_0234_genome_030_0
group_0235,group_0235,flagellar protein,,,,,,,,,,,,group_0235_genome_001_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
